Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Total Sales,Payment Method,Date,Time,Day of Week,VAT (5%),Gross Income,Customer Satisfaction Score
INV-0610,B,Los Angeles,Normal,Male,Snacks,57.73,6,346.38,Cash,31/01/2024,13:23:00,Wednesday,17.32,329.06,10
INV-0611,A,New York,Normal,Female,Snacks,74.35,8,594.8,Cash,01/02/2024,09:38:00,Thursday,29.74,565.06,9
INV-0612,B,Los Angeles,Member,Male,Electronics,88.81,10,888.1,E-wallet,16/03/2024,08:26:00,Saturday,44.41,843.69,9
INV-0613,C,Chicago,Normal,Male,Personal Care,42.68,2,85.36,Credit Card,08/01/2024,19:41:00,Monday,4.27,81.09,9
INV-0614,B,Los Angeles,Normal,Male,Beverages,63.27,7,442.89,Cash,10/02/2024,16:04:00,Saturday,22.14,420.75,5
INV-0615,C,Chicago,Normal,Female,Snacks,23.54,1,23.54,Cash,10/01/2024,15:05:00,Wednesday,1.18,22.36,7
INV-0616,B,Los Angeles,Member,Female,Home Appliances,9.52,8,76.16,Cash,30/03/2024,16:21:00,Saturday,3.81,72.35,5
INV-0617,B,Los Angeles,Member,Male,Personal Care,85.09,4,340.36,Credit Card,12/01/2024,11:38:00,Friday,17.02,323.34,5
INV-0618,C,Chicago,Member,Male,Electronics,55.05,6,330.3,Credit Card,23/03/2024,18:14:00,Saturday,16.52,313.78,8
INV-0619,C,Chicago,Normal,Male,Clothing,33.56,10,335.6,Credit Card,10/02/2024,19:03:00,Saturday,16.78,318.82,6
INV-0620,A,New York,Normal,Female,Beverages,24.25,4,97,Credit Card,07/02/2024,14:34:00,Wednesday,4.85,92.15,4
INV-0621,B,Los Angeles,Member,Male,Home Appliances,52.22,6,313.32,Credit Card,17/03/2024,19:39:00,Sunday,15.67,297.65,5
INV-0622,B,Los Angeles,Normal,Female,Snacks,73.73,9,663.57,Credit Card,19/02/2024,18:10:00,Monday,33.18,630.39,9
INV-0623,B,Los Angeles,Normal,Female,Electronics,70.37,5,351.85,Cash,17/02/2024,08:52:00,Saturday,17.59,334.26,3
INV-0624,B,Los Angeles,Member,Male,Personal Care,51.4,7,359.8,Cash,04/03/2024,19:49:00,Monday,17.99,341.81,8
INV-0625,A,New York,Member,Female,Home Appliances,63.2,1,63.2,E-wallet,09/01/2024,21:38:00,Tuesday,3.16,60.04,10
INV-0626,C,Chicago,Normal,Male,Personal Care,47.82,8,382.56,Cash,07/02/2024,17:20:00,Wednesday,19.13,363.43,5
INV-0627,B,Los Angeles,Normal,Male,Beverages,96.29,7,674.03,Cash,23/02/2024,21:57:00,Friday,33.7,640.33,3
INV-0628,A,New York,Normal,Female,Electronics,84,7,588,Credit Card,08/02/2024,21:58:00,Thursday,29.4,558.6,6
INV-0629,C,Chicago,Normal,Female,Beverages,15.07,5,75.35,Cash,29/03/2024,21:00:00,Friday,3.77,71.58,1
INV-0630,B,Los Angeles,Member,Female,Electronics,82.37,8,658.96,Cash,27/03/2024,19:00:00,Wednesday,32.95,626.01,3
INV-0631,C,Chicago,Member,Male,Snacks,66.74,7,467.18,E-wallet,21/03/2024,12:28:00,Thursday,23.36,443.82,10
INV-0632,B,Los Angeles,Member,Female,Beverages,41.13,5,205.65,Credit Card,17/01/2024,10:08:00,Wednesday,10.28,195.37,1
INV-0633,C,Chicago,Normal,Male,Electronics,45.84,5,229.2,Cash,27/03/2024,18:44:00,Wednesday,11.46,217.74,9
INV-0634,B,Los Angeles,Member,Male,Beverages,23.2,2,46.4,E-wallet,12/03/2024,19:46:00,Tuesday,2.32,44.08,7
INV-0635,B,Los Angeles,Normal,Male,Personal Care,34.54,5,172.7,Cash,31/01/2024,17:42:00,Wednesday,8.63,164.07,3
INV-0636,C,Chicago,Normal,Female,Home Appliances,29.71,2,59.42,E-wallet,03/01/2024,18:58:00,Wednesday,2.97,56.45,7
INV-0637,B,Los Angeles,Member,Female,Beverages,55.94,6,335.64,Credit Card,18/01/2024,16:33:00,Thursday,16.78,318.86,6
INV-0638,C,Chicago,Normal,Male,Beverages,65.24,5,326.2,E-wallet,18/03/2024,08:44:00,Monday,16.31,309.89,8
INV-0639,C,Chicago,Normal,Male,Clothing,98.9,10,989,Cash,31/01/2024,14:13:00,Wednesday,49.45,939.55,2
INV-0640,B,Los Angeles,Member,Female,Snacks,93.04,10,930.4,Cash,12/01/2024,21:26:00,Friday,46.52,883.88,8
INV-0641,C,Chicago,Member,Female,Beverages,21.45,4,85.8,Cash,17/01/2024,21:44:00,Wednesday,4.29,81.51,8
INV-0642,C,Chicago,Member,Female,Electronics,29.71,4,118.84,E-wallet,11/03/2024,12:37:00,Monday,5.94,112.9,8
INV-0643,C,Chicago,Normal,Male,Beverages,84.3,2,168.6,Credit Card,10/02/2024,13:14:00,Saturday,8.43,160.17,8
INV-0644,A,New York,Normal,Female,Beverages,17.77,4,71.08,Credit Card,11/03/2024,15:51:00,Monday,3.55,67.53,2
INV-0645,A,New York,Normal,Male,Clothing,91.32,8,730.56,Cash,20/01/2024,17:09:00,Saturday,36.53,694.03,5
INV-0646,C,Chicago,Normal,Male,Clothing,18.76,6,112.56,Cash,27/02/2024,17:14:00,Tuesday,5.63,106.93,3
INV-0647,B,Los Angeles,Normal,Male,Home Appliances,52.98,5,264.9,E-wallet,01/03/2024,17:45:00,Friday,13.24,251.66,1
INV-0648,B,Los Angeles,Member,Male,Snacks,55.61,1,55.61,E-wallet,25/01/2024,18:12:00,Thursday,2.78,52.83,3
INV-0649,A,New York,Member,Male,Electronics,79.78,7,558.46,E-wallet,24/03/2024,19:13:00,Sunday,27.92,530.54,4
INV-0650,C,Chicago,Member,Female,Beverages,26.28,1,26.28,Credit Card,08/01/2024,18:55:00,Monday,1.31,24.97,8
INV-0651,B,Los Angeles,Normal,Male,Personal Care,74.25,4,297,Cash,18/03/2024,20:38:00,Monday,14.85,282.15,1
INV-0652,C,Chicago,Normal,Male,Snacks,6.42,10,64.2,Cash,18/01/2024,21:45:00,Thursday,3.21,60.99,3
INV-0653,C,Chicago,Member,Female,Beverages,60.81,3,182.43,E-wallet,02/02/2024,10:01:00,Friday,9.12,173.31,10
INV-0654,C,Chicago,Normal,Female,Snacks,36.71,4,146.84,Cash,25/03/2024,17:27:00,Monday,7.34,139.5,4
INV-0655,A,New York,Member,Male,Electronics,97.28,5,486.4,Cash,23/01/2024,13:00:00,Tuesday,24.32,462.08,6
INV-0656,B,Los Angeles,Member,Male,Electronics,35.3,7,247.1,Cash,02/02/2024,13:11:00,Friday,12.36,234.74,10
INV-0657,C,Chicago,Member,Male,Personal Care,20.13,5,100.65,Cash,25/03/2024,08:07:00,Monday,5.03,95.62,9
INV-0658,C,Chicago,Member,Female,Snacks,75.31,5,376.55,Credit Card,29/01/2024,11:39:00,Monday,18.83,357.72,1
INV-0659,B,Los Angeles,Normal,Female,Home Appliances,67.28,3,201.84,E-wallet,24/03/2024,18:01:00,Sunday,10.09,191.75,4
INV-0660,B,Los Angeles,Member,Male,Snacks,69.2,3,207.6,Credit Card,24/02/2024,09:21:00,Saturday,10.38,197.22,4
INV-0661,A,New York,Member,Female,Home Appliances,86.61,8,692.88,Cash,09/02/2024,11:15:00,Friday,34.64,658.24,6
INV-0662,A,New York,Member,Female,Home Appliances,49.09,10,490.9,Cash,29/01/2024,18:49:00,Monday,24.55,466.35,3
INV-0663,C,Chicago,Member,Male,Snacks,13.23,1,13.23,E-wallet,15/01/2024,16:15:00,Monday,0.66,12.57,1
INV-0664,C,Chicago,Member,Male,Snacks,66.35,5,331.75,E-wallet,15/03/2024,11:09:00,Friday,16.59,315.16,7
INV-0665,B,Los Angeles,Member,Female,Clothing,5.83,7,40.81,Credit Card,19/01/2024,13:54:00,Friday,2.04,38.77,1
INV-0666,C,Chicago,Member,Female,Electronics,54.09,4,216.36,Credit Card,22/03/2024,21:18:00,Friday,10.82,205.54,7
INV-0667,B,Los Angeles,Normal,Female,Home Appliances,29.68,1,29.68,Cash,20/02/2024,12:37:00,Tuesday,1.48,28.2,3
INV-0668,B,Los Angeles,Normal,Male,Clothing,70.27,10,702.7,Credit Card,09/02/2024,11:40:00,Friday,35.14,667.56,9
INV-0669,C,Chicago,Normal,Female,Beverages,60.71,5,303.55,Credit Card,08/03/2024,11:59:00,Friday,15.18,288.37,3
INV-0670,C,Chicago,Member,Male,Snacks,51.88,8,415.04,Credit Card,18/01/2024,10:19:00,Thursday,20.75,394.29,6
INV-0671,A,New York,Normal,Female,Clothing,41.1,9,369.9,E-wallet,13/03/2024,13:55:00,Wednesday,18.5,351.4,4
INV-0672,C,Chicago,Normal,Male,Electronics,79.97,8,639.76,Credit Card,19/03/2024,13:36:00,Tuesday,31.99,607.77,7
INV-0673,B,Los Angeles,Member,Female,Beverages,97.42,3,292.26,E-wallet,19/02/2024,16:21:00,Monday,14.61,277.65,7
INV-0674,C,Chicago,Member,Male,Home Appliances,90.49,1,90.49,Credit Card,07/02/2024,13:44:00,Wednesday,4.52,85.97,5
INV-0675,B,Los Angeles,Member,Female,Clothing,59.55,5,297.75,Cash,23/02/2024,17:12:00,Friday,14.89,282.86,3
INV-0676,C,Chicago,Member,Female,Home Appliances,94.41,1,94.41,Credit Card,18/02/2024,15:37:00,Sunday,4.72,89.69,7
INV-0677,C,Chicago,Member,Male,Electronics,95.64,10,956.4,E-wallet,11/02/2024,14:15:00,Sunday,47.82,908.58,1
INV-0678,C,Chicago,Normal,Male,Electronics,72.37,3,217.11,Credit Card,03/01/2024,21:41:00,Wednesday,10.86,206.25,3
INV-0679,A,New York,Member,Male,Clothing,5.3,3,15.9,Cash,26/01/2024,17:49:00,Friday,0.8,15.1,9
INV-0680,C,Chicago,Normal,Male,Clothing,48.6,9,437.4,Credit Card,28/03/2024,17:35:00,Thursday,21.87,415.53,3
INV-0681,B,Los Angeles,Normal,Male,Snacks,40.12,5,200.6,Credit Card,11/02/2024,11:08:00,Sunday,10.03,190.57,2
INV-0682,C,Chicago,Member,Male,Snacks,42.68,2,85.36,Credit Card,06/02/2024,18:45:00,Tuesday,4.27,81.09,4
INV-0683,B,Los Angeles,Member,Male,Beverages,56.47,2,112.94,Credit Card,18/02/2024,16:59:00,Sunday,5.65,107.29,2
INV-0684,A,New York,Member,Male,Electronics,37.82,6,226.92,E-wallet,03/03/2024,08:10:00,Sunday,11.35,215.57,10
INV-0685,A,New York,Member,Male,Beverages,85.2,7,596.4,Credit Card,07/02/2024,18:13:00,Wednesday,29.82,566.58,2
INV-0686,A,New York,Member,Male,Home Appliances,5.97,5,29.85,E-wallet,06/03/2024,15:48:00,Wednesday,1.49,28.36,2
INV-0687,A,New York,Normal,Male,Beverages,28.02,1,28.02,Cash,15/02/2024,11:51:00,Thursday,1.4,26.62,4
INV-0688,C,Chicago,Member,Male,Home Appliances,49.25,6,295.5,Cash,14/01/2024,09:27:00,Sunday,14.78,280.72,10
INV-0689,B,Los Angeles,Normal,Female,Home Appliances,39.34,9,354.06,Credit Card,16/01/2024,14:53:00,Tuesday,17.7,336.36,8
INV-0690,A,New York,Normal,Female,Beverages,86.7,4,346.8,Cash,26/01/2024,08:35:00,Friday,17.34,329.46,8
INV-0691,C,Chicago,Member,Female,Personal Care,25.3,9,227.7,E-wallet,11/03/2024,21:25:00,Monday,11.38,216.32,10
INV-0692,B,Los Angeles,Normal,Male,Personal Care,21.25,7,148.75,Credit Card,05/03/2024,19:13:00,Tuesday,7.44,141.31,10
INV-0693,B,Los Angeles,Member,Male,Snacks,21.15,9,190.35,Cash,19/01/2024,13:59:00,Friday,9.52,180.83,8
INV-0694,A,New York,Normal,Female,Beverages,72.48,8,579.84,E-wallet,28/03/2024,16:59:00,Thursday,28.99,550.85,4
INV-0695,B,Los Angeles,Normal,Male,Home Appliances,80.36,9,723.24,E-wallet,16/02/2024,15:32:00,Friday,36.16,687.08,3
INV-0696,A,New York,Normal,Female,Personal Care,10.7,2,21.4,Cash,11/02/2024,21:14:00,Sunday,1.07,20.33,4
INV-0697,C,Chicago,Normal,Female,Clothing,37.58,9,338.22,Credit Card,19/03/2024,15:51:00,Tuesday,16.91,321.31,5
INV-0698,A,New York,Member,Female,Clothing,57.19,5,285.95,Credit Card,25/01/2024,10:25:00,Thursday,14.3,271.65,1
INV-0699,B,Los Angeles,Normal,Male,Snacks,93.65,5,468.25,Cash,19/03/2024,10:54:00,Tuesday,23.41,444.84,3
INV-0700,C,Chicago,Member,Male,Personal Care,49.7,9,447.3,Credit Card,15/01/2024,18:55:00,Monday,22.37,424.93,6
INV-0701,A,New York,Normal,Male,Snacks,16.05,8,128.4,E-wallet,15/01/2024,17:43:00,Monday,6.42,121.98,1
INV-0702,C,Chicago,Member,Female,Personal Care,58.54,1,58.54,E-wallet,16/03/2024,11:08:00,Saturday,2.93,55.61,10
INV-0703,A,New York,Normal,Female,Clothing,58.9,1,58.9,E-wallet,09/01/2024,14:39:00,Tuesday,2.95,55.95,1
INV-0704,C,Chicago,Normal,Female,Personal Care,71.83,10,718.3,Credit Card,09/03/2024,19:46:00,Saturday,35.91,682.39,1
INV-0705,A,New York,Normal,Female,Home Appliances,27.73,2,55.46,Cash,05/02/2024,17:59:00,Monday,2.77,52.69,8
INV-0706,B,Los Angeles,Normal,Female,Personal Care,43.94,8,351.52,Credit Card,27/03/2024,12:05:00,Wednesday,17.58,333.94,5
INV-0707,C,Chicago,Member,Female,Electronics,78.08,5,390.4,Cash,30/01/2024,14:56:00,Tuesday,19.52,370.88,5
INV-0708,B,Los Angeles,Normal,Female,Home Appliances,94.73,4,378.92,Credit Card,17/02/2024,17:58:00,Saturday,18.95,359.97,10
INV-0709,A,New York,Normal,Female,Snacks,35.07,2,70.14,Cash,25/02/2024,18:59:00,Sunday,3.51,66.63,4
INV-0710,A,New York,Normal,Male,Personal Care,6.56,1,6.56,Credit Card,16/01/2024,20:18:00,Tuesday,0.33,6.23,1
INV-0711,C,Chicago,Member,Female,Home Appliances,24.14,10,241.4,Cash,29/01/2024,21:53:00,Monday,12.07,229.33,5
INV-0712,A,New York,Normal,Female,Personal Care,26.52,4,106.08,Cash,28/01/2024,17:15:00,Sunday,5.3,100.78,5
INV-0713,A,New York,Normal,Male,Personal Care,29.88,8,239.04,Credit Card,09/03/2024,21:00:00,Saturday,11.95,227.09,10
INV-0714,C,Chicago,Normal,Male,Home Appliances,16.45,5,82.25,E-wallet,11/03/2024,09:52:00,Monday,4.11,78.14,3
INV-0715,C,Chicago,Member,Female,Snacks,72.23,8,577.84,E-wallet,09/01/2024,08:17:00,Tuesday,28.89,548.95,5
INV-0716,B,Los Angeles,Normal,Female,Beverages,8.87,7,62.09,Credit Card,15/01/2024,16:40:00,Monday,3.1,58.99,9
INV-0717,C,Chicago,Normal,Female,Snacks,24.24,1,24.24,Credit Card,23/02/2024,15:47:00,Friday,1.21,23.03,3
INV-0718,B,Los Angeles,Member,Male,Clothing,16.23,10,162.3,Cash,19/02/2024,13:44:00,Monday,8.12,154.18,8
INV-0719,C,Chicago,Member,Female,Home Appliances,93.92,5,469.6,Cash,19/01/2024,17:21:00,Friday,23.48,446.12,7
INV-0720,B,Los Angeles,Normal,Male,Snacks,58.65,9,527.85,Cash,24/02/2024,11:23:00,Saturday,26.39,501.46,3
INV-0721,C,Chicago,Member,Female,Electronics,32.22,2,64.44,Cash,11/03/2024,12:47:00,Monday,3.22,61.22,4
INV-0722,C,Chicago,Member,Male,Personal Care,11.92,3,35.76,Cash,19/02/2024,10:24:00,Monday,1.79,33.97,6
INV-0723,B,Los Angeles,Normal,Female,Snacks,59.49,1,59.49,E-wallet,11/01/2024,16:54:00,Thursday,2.97,56.52,2
INV-0724,A,New York,Normal,Female,Beverages,61.15,8,489.2,Cash,06/03/2024,09:18:00,Wednesday,24.46,464.74,7
INV-0725,A,New York,Normal,Male,Clothing,83.76,6,502.56,E-wallet,01/01/2024,09:55:00,Monday,25.13,477.43,7
INV-0726,A,New York,Normal,Male,Personal Care,8.99,4,35.96,Cash,06/02/2024,09:28:00,Tuesday,1.8,34.16,7
INV-0727,C,Chicago,Member,Male,Personal Care,18.72,9,168.48,Credit Card,07/03/2024,08:59:00,Thursday,8.42,160.06,10
INV-0728,B,Los Angeles,Normal,Female,Snacks,39.53,1,39.53,Cash,18/01/2024,18:53:00,Thursday,1.98,37.55,4
INV-0729,A,New York,Normal,Female,Electronics,24.01,10,240.1,E-wallet,02/01/2024,14:04:00,Tuesday,12.01,228.09,1
INV-0730,C,Chicago,Member,Male,Home Appliances,24.33,5,121.65,Credit Card,11/03/2024,20:50:00,Monday,6.08,115.57,4
INV-0731,B,Los Angeles,Normal,Male,Snacks,32.37,10,323.7,E-wallet,02/03/2024,10:45:00,Saturday,16.18,307.52,1
INV-0732,B,Los Angeles,Normal,Male,Home Appliances,5.57,7,38.99,Credit Card,09/02/2024,13:31:00,Friday,1.95,37.04,8
INV-0733,C,Chicago,Normal,Female,Clothing,89.78,4,359.12,Credit Card,15/01/2024,15:19:00,Monday,17.96,341.16,10
INV-0734,A,New York,Normal,Male,Clothing,62.59,3,187.77,E-wallet,07/03/2024,09:55:00,Thursday,9.39,178.38,7
INV-0735,B,Los Angeles,Normal,Female,Personal Care,65.09,4,260.36,Credit Card,05/02/2024,19:02:00,Monday,13.02,247.34,2
INV-0736,A,New York,Member,Male,Clothing,58.7,6,352.2,Credit Card,25/02/2024,11:15:00,Sunday,17.61,334.59,2
INV-0737,A,New York,Member,Female,Personal Care,6.53,4,26.12,Cash,18/03/2024,12:03:00,Monday,1.31,24.81,9
INV-0738,A,New York,Normal,Female,Home Appliances,91.78,8,734.24,Credit Card,12/01/2024,18:31:00,Friday,36.71,697.53,3
INV-0739,A,New York,Member,Female,Clothing,57.56,10,575.6,E-wallet,29/03/2024,20:16:00,Friday,28.78,546.82,8
INV-0740,B,Los Angeles,Member,Female,Snacks,31.37,5,156.85,Cash,07/02/2024,20:31:00,Wednesday,7.84,149.01,8
INV-0741,A,New York,Normal,Male,Snacks,13.58,5,67.9,E-wallet,22/03/2024,09:54:00,Friday,3.4,64.5,8
INV-0742,C,Chicago,Normal,Male,Clothing,40.32,3,120.96,Cash,22/02/2024,21:01:00,Thursday,6.05,114.91,5
INV-0743,B,Los Angeles,Normal,Female,Clothing,91.38,9,822.42,Cash,01/01/2024,16:00:00,Monday,41.12,781.3,5
INV-0744,C,Chicago,Member,Male,Beverages,28.44,10,284.4,Cash,07/03/2024,15:10:00,Thursday,14.22,270.18,5
INV-0745,A,New York,Normal,Female,Clothing,87.8,4,351.2,Credit Card,24/03/2024,20:31:00,Sunday,17.56,333.64,5
INV-0746,A,New York,Normal,Male,Electronics,53.64,1,53.64,E-wallet,27/02/2024,21:49:00,Tuesday,2.68,50.96,5
INV-0747,B,Los Angeles,Member,Male,Electronics,28.34,2,56.68,E-wallet,05/01/2024,20:48:00,Friday,2.83,53.85,2
INV-0748,A,New York,Member,Male,Clothing,42.5,2,85,Credit Card,03/01/2024,14:44:00,Wednesday,4.25,80.75,3
INV-0749,C,Chicago,Member,Male,Beverages,52.49,7,367.43,Cash,02/01/2024,15:06:00,Tuesday,18.37,349.06,2
INV-0750,B,Los Angeles,Normal,Female,Snacks,15.88,8,127.04,Cash,01/02/2024,12:23:00,Thursday,6.35,120.69,9
INV-0751,C,Chicago,Normal,Male,Home Appliances,46.21,10,462.1,Credit Card,14/01/2024,11:41:00,Sunday,23.11,438.99,2
INV-0752,C,Chicago,Member,Male,Clothing,42.84,6,257.04,Credit Card,03/03/2024,14:51:00,Sunday,12.85,244.19,5
INV-0753,B,Los Angeles,Member,Male,Beverages,38.52,7,269.64,Credit Card,25/01/2024,13:39:00,Thursday,13.48,256.16,2
INV-0754,C,Chicago,Member,Female,Beverages,93.07,4,372.28,Cash,23/01/2024,11:33:00,Tuesday,18.61,353.67,5
INV-0755,B,Los Angeles,Normal,Female,Beverages,39.42,9,354.78,Credit Card,09/03/2024,21:21:00,Saturday,17.74,337.04,9
INV-0756,C,Chicago,Member,Male,Electronics,49.51,6,297.06,Cash,02/01/2024,16:32:00,Tuesday,14.85,282.21,2
INV-0757,C,Chicago,Normal,Male,Clothing,73.66,8,589.28,E-wallet,24/03/2024,21:58:00,Sunday,29.46,559.82,3
INV-0758,C,Chicago,Normal,Male,Electronics,57.32,2,114.64,Credit Card,09/01/2024,13:13:00,Tuesday,5.73,108.91,6
INV-0759,B,Los Angeles,Member,Male,Clothing,89.19,5,445.95,E-wallet,24/03/2024,19:46:00,Sunday,22.3,423.65,6
INV-0760,B,Los Angeles,Member,Male,Snacks,89.56,9,806.04,E-wallet,18/02/2024,09:22:00,Sunday,40.3,765.74,6
INV-0761,C,Chicago,Normal,Male,Clothing,40.6,7,284.2,Credit Card,30/03/2024,21:56:00,Saturday,14.21,269.99,4
INV-0762,A,New York,Member,Male,Snacks,35.32,8,282.56,Cash,03/03/2024,10:49:00,Sunday,14.13,268.43,1
INV-0763,C,Chicago,Normal,Male,Personal Care,53.4,5,267,Cash,13/02/2024,14:21:00,Tuesday,13.35,253.65,7
INV-0764,C,Chicago,Normal,Male,Home Appliances,69.57,7,486.99,Cash,25/03/2024,20:09:00,Monday,24.35,462.64,7
INV-0765,B,Los Angeles,Normal,Male,Snacks,91.98,7,643.86,E-wallet,14/03/2024,16:33:00,Thursday,32.19,611.67,7
INV-0766,A,New York,Member,Male,Clothing,8.25,3,24.75,Credit Card,18/02/2024,09:34:00,Sunday,1.24,23.51,6
INV-0767,C,Chicago,Member,Female,Home Appliances,38.97,2,77.94,Credit Card,01/02/2024,13:03:00,Thursday,3.9,74.04,4
INV-0768,C,Chicago,Normal,Female,Home Appliances,85.97,9,773.73,Cash,19/01/2024,12:40:00,Friday,38.69,735.04,2
INV-0769,A,New York,Normal,Male,Personal Care,35.3,8,282.4,E-wallet,09/01/2024,15:43:00,Tuesday,14.12,268.28,2
INV-0770,C,Chicago,Member,Female,Clothing,40.27,2,80.54,Credit Card,27/03/2024,09:05:00,Wednesday,4.03,76.51,2
INV-0771,A,New York,Member,Male,Electronics,66.45,3,199.35,Credit Card,18/02/2024,10:03:00,Sunday,9.97,189.38,2
INV-0772,C,Chicago,Normal,Female,Snacks,34.13,8,273.04,Cash,19/01/2024,20:15:00,Friday,13.65,259.39,2
INV-0773,A,New York,Member,Female,Beverages,30.61,2,61.22,Credit Card,28/02/2024,10:37:00,Wednesday,3.06,58.16,4
INV-0774,A,New York,Member,Female,Snacks,53.67,5,268.35,Cash,17/02/2024,20:08:00,Saturday,13.42,254.93,3
INV-0775,A,New York,Member,Male,Clothing,80.75,4,323,E-wallet,22/02/2024,09:30:00,Thursday,16.15,306.85,9
INV-0776,B,Los Angeles,Normal,Female,Electronics,63.72,5,318.6,Credit Card,28/02/2024,18:58:00,Wednesday,15.93,302.67,1
INV-0777,C,Chicago,Normal,Female,Snacks,6.67,9,60.03,E-wallet,05/01/2024,19:06:00,Friday,3,57.03,10
INV-0778,C,Chicago,Member,Female,Personal Care,72.27,1,72.27,Cash,22/02/2024,21:11:00,Thursday,3.61,68.66,5
INV-0779,A,New York,Member,Female,Home Appliances,59.59,1,59.59,E-wallet,12/01/2024,17:32:00,Friday,2.98,56.61,9
INV-0780,C,Chicago,Member,Male,Electronics,11.03,9,99.27,E-wallet,06/03/2024,13:24:00,Wednesday,4.96,94.31,8
INV-0781,B,Los Angeles,Member,Male,Clothing,68.63,2,137.26,E-wallet,29/01/2024,15:45:00,Monday,6.86,130.4,10
INV-0782,A,New York,Member,Male,Electronics,6.59,2,13.18,Credit Card,03/01/2024,14:54:00,Wednesday,0.66,12.52,9
INV-0783,B,Los Angeles,Member,Female,Home Appliances,55.03,2,110.06,Credit Card,25/02/2024,11:41:00,Sunday,5.5,104.56,4
INV-0784,B,Los Angeles,Normal,Female,Beverages,54.37,5,271.85,E-wallet,30/01/2024,09:01:00,Tuesday,13.59,258.26,2
INV-0785,C,Chicago,Member,Male,Electronics,21.94,10,219.4,E-wallet,08/01/2024,19:31:00,Monday,10.97,208.43,4
INV-0786,B,Los Angeles,Normal,Female,Electronics,79.27,7,554.89,E-wallet,06/01/2024,10:52:00,Saturday,27.74,527.15,8
INV-0787,A,New York,Normal,Female,Electronics,34.39,10,343.9,E-wallet,22/03/2024,19:49:00,Friday,17.2,326.7,3
INV-0788,C,Chicago,Normal,Female,Clothing,75.91,9,683.19,Credit Card,29/01/2024,14:59:00,Monday,34.16,649.03,3
INV-0789,B,Los Angeles,Member,Female,Electronics,45.49,3,136.47,E-wallet,11/03/2024,09:47:00,Monday,6.82,129.65,8
INV-0790,C,Chicago,Normal,Male,Snacks,85.16,6,510.96,E-wallet,01/02/2024,21:43:00,Thursday,25.55,485.41,10
INV-0791,A,New York,Normal,Female,Personal Care,31.48,8,251.84,E-wallet,05/02/2024,21:19:00,Monday,12.59,239.25,10
INV-0792,C,Chicago,Member,Female,Personal Care,12.59,4,50.36,Credit Card,18/02/2024,09:25:00,Sunday,2.52,47.84,4
INV-0793,C,Chicago,Normal,Male,Home Appliances,19.03,1,19.03,Credit Card,20/02/2024,16:03:00,Tuesday,0.95,18.08,5
INV-0794,C,Chicago,Normal,Female,Snacks,63.14,2,126.28,Credit Card,15/03/2024,10:26:00,Friday,6.31,119.97,7
INV-0795,A,New York,Normal,Female,Snacks,83.29,8,666.32,Cash,11/02/2024,17:52:00,Sunday,33.32,633,7
INV-0796,A,New York,Member,Female,Clothing,36.28,8,290.24,E-wallet,24/02/2024,09:36:00,Saturday,14.51,275.73,8
INV-0797,C,Chicago,Member,Female,Home Appliances,5.96,2,11.92,Credit Card,16/01/2024,19:42:00,Tuesday,0.6,11.32,4
INV-0798,A,New York,Normal,Female,Clothing,19.49,7,136.43,E-wallet,19/03/2024,14:53:00,Tuesday,6.82,129.61,10
INV-0799,B,Los Angeles,Member,Male,Personal Care,53.29,2,106.58,E-wallet,03/01/2024,20:52:00,Wednesday,5.33,101.25,3
INV-0800,A,New York,Normal,Female,Snacks,42.33,3,126.99,Cash,14/03/2024,20:35:00,Thursday,6.35,120.64,5
INV-0801,C,Chicago,Normal,Female,Beverages,94.49,2,188.98,E-wallet,13/01/2024,13:34:00,Saturday,9.45,179.53,1
INV-0802,B,Los Angeles,Normal,Female,Snacks,98.33,4,393.32,Credit Card,20/03/2024,20:53:00,Wednesday,19.67,373.65,5
INV-0803,B,Los Angeles,Member,Male,Clothing,52.11,2,104.22,Credit Card,18/02/2024,20:44:00,Sunday,5.21,99.01,1
INV-0804,A,New York,Member,Female,Beverages,57.42,10,574.2,E-wallet,28/03/2024,18:15:00,Thursday,28.71,545.49,7
INV-0805,C,Chicago,Member,Male,Personal Care,5.13,8,41.04,Cash,04/03/2024,18:52:00,Monday,2.05,38.99,5
INV-0806,C,Chicago,Normal,Male,Personal Care,88.21,10,882.1,Cash,28/02/2024,12:51:00,Wednesday,44.11,837.99,6
INV-0807,C,Chicago,Normal,Female,Beverages,40.83,6,244.98,E-wallet,28/03/2024,09:08:00,Thursday,12.25,232.73,9
INV-0808,B,Los Angeles,Normal,Female,Electronics,20.23,7,141.61,Cash,15/01/2024,17:30:00,Monday,7.08,134.53,3
INV-0809,C,Chicago,Normal,Male,Beverages,64.04,10,640.4,E-wallet,24/02/2024,15:29:00,Saturday,32.02,608.38,7
INV-0810,C,Chicago,Member,Male,Clothing,32.06,2,64.12,Credit Card,28/03/2024,12:38:00,Thursday,3.21,60.91,6
INV-0811,B,Los Angeles,Member,Male,Clothing,30.07,1,30.07,Cash,18/01/2024,15:13:00,Thursday,1.5,28.57,1
INV-0812,A,New York,Member,Female,Personal Care,90.28,2,180.56,Cash,19/03/2024,08:27:00,Tuesday,9.03,171.53,5
INV-0813,A,New York,Member,Male,Home Appliances,70.85,5,354.25,Credit Card,28/02/2024,13:16:00,Wednesday,17.71,336.54,9
